day,date,temperature_C,salinity_psu,light_Wm2,fraction_of_day,air_temp_C,wind_speed_ms,elevation_m,depth_m,bg_light_ext_1m,ice_cover
705,2013-12-06,2.9576,0.1060,7.8208,0.2935,2.9576,4.0000,0.0000,1.5171,0.6000,0.0000
706,2013-12-07,3.4970,2.9502,12.9057,0.2924,3.4970,4.0000,0.0000,1.5171,0.6000,0.0000
707,2013-12-08,3.5906,5.6462,24.8883,0.2913,3.5906,4.0000,0.0000,1.5171,0.6000,0.0000
708,2013-12-09,1.7952,2.5299,28.6223,0.2903,1.7952,4.0000,0.0000,1.5171,0.6000,0.0000
709,2013-12-10,0.7415,0.7570,8.9452,0.2894,0.7415,4.0000,0.0000,1.5171,0.6000,0.0000
710,2013-12-11,0.9296,0.2407,8.3655,0.2885,0.9296,4.0000,0.0000,1.5171,0.6000,0.0000
711,2013-12-12,1.4589,0.1580,7.0052,0.2877,1.4589,4.0000,0.0000,1.5171,0.6000,0.0000
712,2013-12-13,1.7251,0.1310,23.9692,0.2870,1.7251,4.0000,0.0000,1.5171,0.6000,0.0000
713,2013-12-14,1.4927,0.1295,10.6849,0.2864,1.4927,4.0000,0.0000,1.5171,0.6000,0.0000
714,2013-12-15,1.3282,0.1155,7.0230,0.2859,1.3282,4.0000,0.0000,1.5171,0.6000,0.0000
715,2013-12-16,1.5414,0.1082,12.7944,0.2855,1.5414,4.0000,0.0000,1.5171,0.6000,0.0000
716,2013-12-17,1.8498,0.1040,8.2705,0.2851,1.8498,4.0000,0.0000,1.5171,0.6000,0.0000
717,2013-12-18,1.9777,0.1038,11.6490,0.2848,1.9777,4.0000,0.0000,1.5171,0.6000,0.0000
718,2013-12-19,1.7993,0.1023,17.5568,0.2846,1.7993,4.0000,0.0000,1.5171,0.6000,0.0000
719,2013-12-20,1.6656,0.1014,13.1530,0.2845,1.6656,4.0000,0.0000,1.5171,0.6000,0.0000
720,2013-12-21,1.9496,0.1012,11.8947,0.2845,1.9496,4.0000,0.0000,1.5171,0.6000,0.0000
721,2013-12-22,2.1440,0.1008,6.4528,0.2846,2.1440,4.0000,0.0000,1.5171,0.6000,0.0000
722,2013-12-23,2.5121,0.1006,16.6256,0.2847,2.5121,4.0000,0.0000,1.5171,0.6000,0.0000
723,2013-12-24,2.5023,0.1005,10.3415,0.2850,2.5023,4.0000,0.0000,1.5171,0.6000,0.0000
724,2013-12-25,2.6425,0.1005,22.9309,0.2853,2.6425,4.0000,0.0000,1.5171,0.6000,0.0000
725,2013-12-26,2.7002,0.1005,8.9458,0.2857,2.7002,4.0000,0.0000,1.5171,0.6000,0.0000
726,2013-12-27,2.9159,0.1012,7.9506,0.2862,2.9159,4.0000,0.0000,1.5171,0.6000,0.0000
727,2013-12-28,3.0898,0.1007,19.9116,0.2867,3.0898,4.0000,0.0000,1.5171,0.6000,0.0000
728,2013-12-29,3.2195,0.1004,6.0760,0.2874,3.2195,4.0000,0.0000,1.5171,0.6000,0.0000
729,2013-12-30,3.2507,0.1006,14.0303,0.2881,3.2507,4.0000,0.0000,1.5171,0.6000,0.0000
730,2013-12-31,2.8633,0.1003,26.1470,0.2889,2.8633,4.0000,0.0000,1.5171,0.6000,0.0000
731,2014-01-01,2.2447,0.1002,12.0978,0.2898,2.2447,4.0000,0.0000,1.5171,0.6000,0.0000
732,2014-01-02,2.0539,0.1003,15.5187,0.2908,2.0539,4.0000,0.0000,1.5171,0.6000,0.0000
733,2014-01-03,1.9580,0.1003,14.7722,0.2918,1.9580,4.0000,0.0000,1.5171,0.6000,0.0000
734,2014-01-04,2.0180,0.1002,10.1377,0.2930,2.0180,4.0000,0.0000,1.5171,0.6000,0.0000
735,2014-01-05,1.9770,0.1000,3.9145,0.2942,1.9770,4.0000,0.0000,1.5171,0.6000,0.0000
736,2014-01-06,2.1985,0.1003,15.6601,0.2954,2.1985,4.0000,0.0000,1.5171,0.6000,0.0000
737,2014-01-07,2.4318,0.0997,6.9819,0.2968,2.4318,4.0000,0.0000,1.5171,0.6000,0.0000
738,2014-01-08,2.7980,0.0995,19.2859,0.2982,2.7980,4.0000,0.0000,1.5171,0.6000,0.0000
739,2014-01-09,3.1119,0.0993,5.5438,0.2997,3.1119,4.0000,0.0000,1.5171,0.6000,0.0000
740,2014-01-10,3.2951,0.1360,4.9554,0.3012,3.2951,4.0000,0.0000,1.5171,0.6000,0.0000
741,2014-01-11,3.0982,0.8033,12.7974,0.3029,3.0982,4.0000,0.0000,1.5171,0.6000,0.0000
742,2014-01-12,2.9706,0.8060,20.4609,0.3045,2.9706,4.0000,0.0000,1.5171,0.6000,0.0000
743,2014-01-13,2.2391,1.9092,27.6997,0.3063,2.2391,4.0000,0.0000,1.5171,0.6000,0.0000
744,2014-01-14,1.8130,0.5031,31.5005,0.3081,1.8130,4.0000,0.0000,1.5171,0.6000,0.0000
745,2014-01-15,1.2467,0.1677,29.9070,0.3100,1.2467,4.0000,0.0000,1.5171,0.6000,0.0000
746,2014-01-16,0.7431,0.1123,23.3150,0.3119,0.7431,4.0000,0.0000,1.5171,0.6000,0.0000
747,2014-01-17,0.2717,0.1015,14.8950,0.3139,0.2717,4.0000,0.0000,1.5171,0.6000,0.0000
748,2014-01-18,0.2461,0.1002,33.5689,0.3159,0.2461,4.0000,0.0000,1.5171,0.6000,0.0000
749,2014-01-19,0.3144,0.1000,39.0015,0.3180,0.3144,4.0000,0.0000,1.5171,0.6000,0.0000
750,2014-01-20,0.3383,0.1000,41.5538,0.3202,0.3383,4.0000,0.0000,1.5171,0.6000,0.0000
751,2014-01-21,0.3717,0.1001,37.9937,0.3223,0.3717,4.0000,0.0000,1.5171,0.6000,0.0000
752,2014-01-22,0.4497,0.1003,38.4144,0.3246,0.4497,4.0000,0.0000,1.5171,0.6000,0.0000
753,2014-01-23,0.5094,0.1003,29.8500,0.3269,0.5094,4.0000,0.0000,1.5171,0.6000,0.0000
754,2014-01-24,0.4830,0.1004,42.8517,0.3292,0.4830,4.0000,0.0000,1.5171,0.6000,0.0000
755,2014-01-25,0.4735,0.1005,41.0430,0.3316,0.4735,4.0000,0.0000,1.5171,0.6000,0.0000
756,2014-01-26,0.4589,0.1005,26.1775,0.3340,0.4589,4.0000,0.0000,1.5171,0.6000,0.0000
757,2014-01-27,0.4486,0.1006,21.9077,0.3365,0.4486,4.0000,0.0000,1.5171,0.6000,0.0000
758,2014-01-28,0.4686,0.1007,31.5798,0.3390,0.4686,4.0000,0.0000,1.5171,0.6000,0.0000
759,2014-01-29,0.4908,0.1008,31.0375,0.3415,0.4908,4.0000,0.0000,1.5171,0.6000,0.0000
760,2014-01-30,0.5382,0.1010,41.5700,0.3441,0.5382,4.0000,0.0000,1.5171,0.6000,0.0000
761,2014-01-31,0.5361,0.1010,17.3525,0.3467,0.5361,4.0000,0.0000,1.5171,0.6000,0.0000
762,2014-02-01,0.5322,0.1008,22.0850,0.3494,0.5322,4.0000,0.0000,1.5171,0.6000,0.0000
763,2014-02-02,0.5519,0.1007,24.7318,0.3520,0.5519,4.0000,0.0000,1.5171,0.6000,0.0000
764,2014-02-03,0.5605,0.1006,16.2581,0.3547,0.5605,4.0000,0.0000,1.5171,0.6000,0.0000
765,2014-02-04,0.6150,0.1006,62.4283,0.3575,0.6150,4.0000,0.0000,1.5171,0.6000,0.0000
766,2014-02-05,0.7245,0.1007,61.9775,0.3602,0.7245,4.0000,0.0000,1.5171,0.6000,0.0000
767,2014-02-06,0.8324,0.1007,54.0438,0.3630,0.8324,4.0000,0.0000,1.5171,0.6000,0.0000
768,2014-02-07,0.8098,0.1006,33.7904,0.3658,0.8098,4.0000,0.0000,1.5171,0.6000,0.0000
769,2014-02-08,0.7287,0.1005,42.1383,0.3687,0.7287,4.0000,0.0000,1.5171,0.6000,0.0000
770,2014-02-09,0.6623,0.1004,31.8476,0.3716,0.6623,4.0000,0.0000,1.5171,0.6000,0.0000
771,2014-02-10,0.6782,0.1003,26.2310,0.3744,0.6782,4.0000,0.0000,1.5171,0.6000,0.0000
772,2014-02-11,0.6957,0.1002,22.2666,0.3774,0.6957,4.0000,0.0000,1.5171,0.6000,0.0000
773,2014-02-12,0.6575,0.1001,61.1369,0.3803,0.6575,4.0000,0.0000,1.5171,0.6000,0.0000
774,2014-02-13,0.7187,0.1000,33.8604,0.3832,0.7187,4.0000,0.0000,1.5171,0.6000,0.0000
775,2014-02-14,0.7033,0.1000,24.8795,0.3862,0.7033,4.0000,0.0000,1.5171,0.6000,0.0000
776,2014-02-15,0.6874,0.0999,42.3027,0.3892,0.6874,4.0000,0.0000,1.5171,0.6000,0.0000
777,2014-02-16,0.7343,0.0998,44.8897,0.3922,0.7343,4.0000,0.0000,1.5171,0.6000,0.0000
778,2014-02-17,0.8207,0.0997,62.2070,0.3952,0.8207,4.0000,0.0000,1.5171,0.6000,0.0000
779,2014-02-18,0.9049,0.0996,62.9521,0.3983,0.9049,4.0000,0.0000,1.5171,0.6000,0.0000
780,2014-02-19,0.9721,0.0996,44.5346,0.4013,0.9721,4.0000,0.0000,1.5171,0.6000,0.0000
781,2014-02-20,0.9833,0.0995,25.5364,0.4044,0.9833,4.0000,0.0000,1.5171,0.6000,0.0000
782,2014-02-21,1.0548,0.0995,61.5295,0.4075,1.0548,4.0000,0.0000,1.5171,0.6000,0.0000
783,2014-02-22,1.2519,0.0996,64.7640,0.4106,1.2519,4.0000,0.0000,1.5171,0.6000,0.0000
784,2014-02-23,1.3864,0.0997,94.1971,0.4137,1.3864,4.0000,0.0000,1.5171,0.6000,0.0000
785,2014-02-24,1.5677,0.0997,100.4271,0.4168,1.5677,4.0000,0.0000,1.5171,0.6000,0.0000
786,2014-02-25,1.8034,0.0998,102.6423,0.4199,1.8034,4.0000,0.0000,1.5171,0.6000,0.0000
787,2014-02-26,1.6558,0.0999,100.9660,0.4230,1.6558,4.0000,0.0000,1.5171,0.6000,0.0000
788,2014-02-27,1.5898,0.0999,58.0584,0.4262,1.5898,4.0000,0.0000,1.5171,0.6000,0.0000
789,2014-02-28,1.6818,0.1000,68.0215,0.4293,1.6818,4.0000,0.0000,1.5171,0.6000,0.0000
790,2014-03-01,1.7792,0.1000,53.6602,0.4325,1.7792,4.0000,0.0000,1.5171,0.6000,0.0000
791,2014-03-02,2.0792,0.0999,75.6962,0.4357,2.0792,4.0000,0.0000,1.5171,0.6000,0.0000
792,2014-03-03,2.3471,0.1000,80.7204,0.4388,2.3471,4.0000,0.0000,1.5171,0.6000,0.0000
793,2014-03-04,2.3655,0.1000,107.6251,0.4420,2.3655,4.0000,0.0000,1.5171,0.6000,0.0000
794,2014-03-05,2.4971,0.1000,53.1074,0.4452,2.4971,4.0000,0.0000,1.5171,0.6000,0.0000
795,2014-03-06,2.5730,0.1000,62.8185,0.4484,2.5730,4.0000,0.0000,1.5171,0.6000,0.0000
796,2014-03-07,2.6729,0.1000,88.1088,0.4516,2.6729,4.0000,0.0000,1.5171,0.6000,0.0000
797,2014-03-08,2.8175,0.1000,122.2912,0.4548,2.8175,4.0000,0.0000,1.5171,0.6000,0.0000
798,2014-03-09,2.9177,0.1000,130.7083,0.4580,2.9177,4.0000,0.0000,1.5171,0.6000,0.0000
799,2014-03-10,3.1486,0.1001,135.9844,0.4612,3.1486,4.0000,0.0000,1.5171,0.6000,0.0000
800,2014-03-11,3.5239,0.1018,137.2284,0.4644,3.5239,4.0000,0.0000,1.5171,0.6000,0.0000
801,2014-03-12,3.6486,0.1271,131.9414,0.4677,3.6486,4.0000,0.0000,1.5171,0.6000,0.0000
802,2014-03-13,3.7438,0.1075,140.6387,0.4709,3.7438,4.0000,0.0000,1.5171,0.6000,0.0000
803,2014-03-14,4.0070,0.1080,135.4832,0.4741,4.0070,4.0000,0.0000,1.5171,0.6000,0.0000
804,2014-03-15,3.9425,0.1181,54.4906,0.4773,3.9425,4.0000,0.0000,1.5171,0.6000,0.0000
805,2014-03-16,3.1571,1.8067,137.3839,0.4806,3.1571,4.0000,0.0000,1.5171,0.6000,0.0000
806,2014-03-17,2.8941,2.7790,103.6875,0.4838,2.8941,4.0000,0.0000,1.5171,0.6000,0.0000
807,2014-03-18,3.1842,2.1464,69.3644,0.4870,3.1842,4.0000,0.0000,1.5171,0.6000,0.0000
808,2014-03-19,3.5887,0.7570,64.3115,0.4903,3.5887,4.0000,0.0000,1.5171,0.6000,0.0000
809,2014-03-20,4.0374,0.6072,95.1328,0.4935,4.0374,4.0000,0.0000,1.5171,0.6000,0.0000
810,2014-03-21,4.6908,0.2397,127.6911,0.4968,4.6908,4.0000,0.0000,1.5171,0.6000,0.0000
811,2014-03-22,5.3660,0.1591,135.0522,0.5000,5.3660,4.0000,0.0000,1.5171,0.6000,0.0000
812,2014-03-23,5.9308,0.1388,105.9036,0.5032,5.9308,4.0000,0.0000,1.5171,0.6000,0.0000
813,2014-03-24,5.9433,0.1383,50.5928,0.5065,5.9433,4.0000,0.0000,1.5171,0.6000,0.0000
814,2014-03-25,5.5929,0.1621,40.3938,0.5097,5.5929,4.0000,0.0000,1.5171,0.6000,0.0000
815,2014-03-26,5.4916,0.1495,53.6440,0.5130,5.4916,4.0000,0.0000,1.5171,0.6000,0.0000
816,2014-03-27,5.8915,0.1234,139.2809,0.5162,5.8915,4.0000,0.0000,1.5171,0.6000,0.0000
817,2014-03-28,6.5334,0.1097,186.4690,0.5194,6.5334,4.0000,0.0000,1.5171,0.6000,0.0000
818,2014-03-29,6.8640,0.1036,189.1317,0.5227,6.8640,4.0000,0.0000,1.5171,0.6000,0.0000
819,2014-03-30,7.1895,0.1011,190.7217,0.5259,7.1895,4.0000,0.0000,1.5171,0.6000,0.0000
820,2014-03-31,7.1127,0.1006,114.3083,0.5291,7.1127,4.0000,0.0000,1.5171,0.6000,0.0000
821,2014-04-01,6.7078,0.1004,186.6097,0.5323,6.7078,4.0000,0.0000,1.5171,0.6000,0.0000
822,2014-04-02,6.4725,0.1002,119.2510,0.5356,6.4725,4.0000,0.0000,1.5171,0.6000,0.0000
823,2014-04-03,6.3536,0.1001,117.7400,0.5388,6.3536,4.0000,0.0000,1.5171,0.6000,0.0000
824,2014-04-04,6.1583,0.1002,208.4369,0.5420,6.1583,4.0000,0.0000,1.5171,0.6000,0.0000
825,2014-04-05,6.3996,0.1001,215.1024,0.5452,6.3996,4.0000,0.0000,1.5171,0.6000,0.0000
826,2014-04-06,6.9972,0.1001,174.0898,0.5484,6.9972,4.0000,0.0000,1.5171,0.6000,0.0000
827,2014-04-07,7.1817,0.0999,36.1108,0.5516,7.1817,4.0000,0.0000,1.5171,0.6000,0.0000
828,2014-04-08,7.2654,0.0995,84.0812,0.5548,7.2654,4.0000,0.0000,1.5171,0.6000,0.0000
829,2014-04-09,7.6555,0.0992,139.5841,0.5580,7.6555,4.0000,0.0000,1.5171,0.6000,0.0000
830,2014-04-10,7.5680,0.0993,82.5475,0.5612,7.5680,4.0000,0.0000,1.5171,0.6000,0.0000
831,2014-04-11,7.5019,0.0994,142.0337,0.5643,7.5019,4.0000,0.0000,1.5171,0.6000,0.0000
832,2014-04-12,7.8776,0.0995,134.4527,0.5675,7.8776,4.0000,0.0000,1.5171,0.6000,0.0000
833,2014-04-13,7.9558,0.0995,70.0413,0.5707,7.9558,4.0000,0.0000,1.5171,0.6000,0.0000
834,2014-04-14,7.7495,0.0994,128.6025,0.5738,7.7495,4.0000,0.0000,1.5171,0.6000,0.0000
835,2014-04-15,8.1493,0.2053,181.5494,0.5770,8.1493,4.0000,0.0000,1.5171,0.6000,0.0000
836,2014-04-16,7.4288,2.5107,230.7060,0.5801,7.4288,4.0000,0.0000,1.5171,0.6000,0.0000
837,2014-04-17,8.3739,1.0292,211.7767,0.5832,8.3739,4.0000,0.0000,1.5171,0.6000,0.0000
838,2014-04-18,8.9707,0.1842,164.7619,0.5863,8.9707,4.0000,0.0000,1.5171,0.6000,0.0000
839,2014-04-19,9.8768,0.1864,228.8786,0.5894,9.8768,4.0000,0.0000,1.5171,0.6000,0.0000
840,2014-04-20,10.8702,0.1571,227.0243,0.5925,10.8702,4.0000,0.0000,1.5171,0.6000,0.0000
841,2014-04-21,11.8781,0.1352,241.1848,0.5956,11.8781,4.0000,0.0000,1.5171,0.6000,0.0000
842,2014-04-22,12.7759,0.1182,229.3019,0.5987,12.7759,4.0000,0.0000,1.5171,0.6000,0.0000
843,2014-04-23,13.5097,0.1180,256.5435,0.6017,13.5097,4.0000,0.0000,1.5171,0.6000,0.0000
844,2014-04-24,13.3211,0.1141,266.2037,0.6048,13.3211,4.0000,0.0000,1.5171,0.6000,0.0000
845,2014-04-25,13.1409,0.1033,266.8515,0.6078,13.1409,4.0000,0.0000,1.5171,0.6000,0.0000
846,2014-04-26,13.5870,0.1013,267.8010,0.6108,13.5870,4.0000,0.0000,1.5171,0.6000,0.0000
847,2014-04-27,14.3094,0.1007,257.9027,0.6138,14.3094,4.0000,0.0000,1.5171,0.6000,0.0000
848,2014-04-28,15.0054,0.1006,269.8202,0.6168,15.0054,4.0000,0.0000,1.5171,0.6000,0.0000
849,2014-04-29,15.2816,0.1006,275.9649,0.6197,15.2816,4.0000,0.0000,1.5171,0.6000,0.0000
850,2014-04-30,15.3517,0.1005,261.4748,0.6226,15.3517,4.0000,0.0000,1.5171,0.6000,0.0000
851,2014-05-01,14.7373,0.1007,181.2438,0.6256,14.7373,4.0000,0.0000,1.5171,0.6000,0.0000
852,2014-05-02,13.0796,0.1049,272.4582,0.6284,13.0796,4.0000,0.0000,1.5171,0.6000,0.0000
853,2014-05-03,12.9246,0.1036,276.4396,0.6313,12.9246,4.0000,0.0000,1.5171,0.6000,0.0000
854,2014-05-04,12.5139,0.1017,229.5454,0.6342,12.5139,4.0000,0.0000,1.5171,0.6000,0.0000
855,2014-05-05,11.4592,0.1065,264.8379,0.6370,11.4592,4.0000,0.0000,1.5171,0.6000,0.0000
856,2014-05-06,11.6098,0.1061,268.8934,0.6398,11.6098,4.0000,0.0000,1.5171,0.6000,0.0000
857,2014-05-07,11.9613,0.1016,113.6854,0.6425,11.9613,4.0000,0.0000,1.5171,0.6000,0.0000
858,2014-05-08,12.5881,0.1009,208.0874,0.6453,12.5881,4.0000,0.0000,1.5171,0.6000,0.0000
859,2014-05-09,12.8033,0.1004,71.1701,0.6480,12.8033,4.0000,0.0000,1.5171,0.6000,0.0000
860,2014-05-10,13.0918,0.1003,200.6426,0.6506,13.0918,4.0000,0.0000,1.5171,0.6000,0.0000
861,2014-05-11,13.0467,0.1001,118.9739,0.6533,13.0467,4.0000,0.0000,1.5171,0.6000,0.0000
862,2014-05-12,13.4726,0.1001,207.5146,0.6559,13.4726,4.0000,0.0000,1.5171,0.6000,0.0000
863,2014-05-13,13.9574,0.1001,185.2430,0.6585,13.9574,4.0000,0.0000,1.5171,0.6000,0.0000
864,2014-05-14,13.7985,0.1002,203.8745,0.6610,13.7985,4.0000,0.0000,1.5171,0.6000,0.0000
865,2014-05-15,14.2517,0.1322,299.8435,0.6635,14.2517,4.0000,0.0000,1.5171,0.6000,0.0000
866,2014-05-16,14.4555,0.2807,285.7854,0.6660,14.4555,4.0000,0.0000,1.5171,0.6000,0.0000
867,2014-05-17,15.4223,0.1525,268.2343,0.6684,15.4223,4.0000,0.0000,1.5171,0.6000,0.0000
868,2014-05-18,16.1762,0.1136,183.7031,0.6708,16.1762,4.0000,0.0000,1.5171,0.6000,0.0000
869,2014-05-19,16.9801,0.1026,226.9550,0.6731,16.9801,4.0000,0.0000,1.5171,0.6000,0.0000
870,2014-05-20,17.5261,0.1007,170.3788,0.6754,17.5261,4.0000,0.0000,1.5171,0.6000,0.0000
871,2014-05-21,18.3047,0.1003,261.7988,0.6777,18.3047,4.0000,0.0000,1.5171,0.6000,0.0000
872,2014-05-22,19.3687,0.1002,296.1980,0.6798,19.3687,4.0000,0.0000,1.5171,0.6000,0.0000
873,2014-05-23,20.1990,0.1003,306.5775,0.6820,20.1990,4.0000,0.0000,1.5171,0.6000,0.0000
874,2014-05-24,20.7853,0.1004,289.8120,0.6841,20.7853,4.0000,0.0000,1.5171,0.6000,0.0000
875,2014-05-25,21.3083,0.1007,283.8133,0.6861,21.3083,4.0000,0.0000,1.5171,0.6000,0.0000
876,2014-05-26,21.5156,0.1044,309.7578,0.6881,21.5156,4.0000,0.0000,1.5171,0.6000,0.0000
877,2014-05-27,20.1692,0.9260,300.2056,0.6900,20.1692,4.0000,0.0000,1.5171,0.6000,0.0000
878,2014-05-28,16.7561,3.4455,211.3536,0.6919,16.7561,4.0000,0.0000,1.5171,0.6000,0.0000
879,2014-05-29,15.4332,4.0125,176.0116,0.6937,15.4332,4.0000,0.0000,1.5171,0.6000,0.0000
880,2014-05-30,16.1187,2.1258,215.3020,0.6955,16.1187,4.0000,0.0000,1.5171,0.6000,0.0000
881,2014-05-31,17.0894,0.5425,280.3134,0.6971,17.0894,4.0000,0.0000,1.5171,0.6000,0.0000
882,2014-06-01,17.2439,0.4101,236.1948,0.6988,17.2439,4.0000,0.0000,1.5171,0.6000,0.0000
883,2014-06-02,16.6886,0.5976,91.3912,0.7003,16.6886,4.0000,0.0000,1.5171,0.6000,0.0000
884,2014-06-03,16.7947,0.3879,110.1263,0.7018,16.7947,4.0000,0.0000,1.5171,0.6000,0.0000
885,2014-06-04,17.1304,0.2033,116.5048,0.7032,17.1304,4.0000,0.0000,1.5171,0.6000,0.0000
886,2014-06-05,17.8749,0.1496,262.5673,0.7046,17.8749,4.0000,0.0000,1.5171,0.6000,0.0000
887,2014-06-06,18.6062,0.1315,192.2360,0.7058,18.6062,4.0000,0.0000,1.5171,0.6000,0.0000
888,2014-06-07,18.9823,0.1186,306.6498,0.7070,18.9823,4.0000,0.0000,1.5171,0.6000,0.0000
889,2014-06-08,19.7331,0.1111,322.8675,0.7082,19.7331,4.0000,0.0000,1.5171,0.6000,0.0000
890,2014-06-09,20.1119,0.1099,211.1015,0.7092,20.1119,4.0000,0.0000,1.5171,0.6000,0.0000
891,2014-06-10,20.8001,0.1125,319.2496,0.7102,20.8001,4.0000,0.0000,1.5171,0.6000,0.0000
892,2014-06-11,21.0781,0.1190,261.9808,0.7111,21.0781,4.0000,0.0000,1.5171,0.6000,0.0000
893,2014-06-12,20.8264,0.1143,207.7159,0.7119,20.8264,4.0000,0.0000,1.5171,0.6000,0.0000
894,2014-06-13,19.7535,0.1288,215.3122,0.7126,19.7535,4.0000,0.0000,1.5171,0.6000,0.0000
895,2014-06-14,17.2672,1.4957,140.9708,0.7133,17.2672,4.0000,0.0000,1.5171,0.6000,0.0000
896,2014-06-15,15.6517,3.0038,253.5532,0.7138,15.6517,4.0000,0.0000,1.5171,0.6000,0.0000
897,2014-06-16,17.2508,0.9350,244.7473,0.7143,17.2508,4.0000,0.0000,1.5171,0.6000,0.0000
898,2014-06-17,17.2056,0.5308,248.4990,0.7147,17.2056,4.0000,0.0000,1.5171,0.6000,0.0000
899,2014-06-18,17.1211,0.4163,270.5059,0.7150,17.1211,4.0000,0.0000,1.5171,0.6000,0.0000
900,2014-06-19,17.6603,0.2763,211.8147,0.7153,17.6603,4.0000,0.0000,1.5171,0.6000,0.0000
901,2014-06-20,17.2200,0.2509,222.4013,0.7154,17.2200,4.0000,0.0000,1.5171,0.6000,0.0000
902,2014-06-21,17.0954,0.2636,239.3539,0.7155,17.0954,4.0000,0.0000,1.5171,0.6000,0.0000
903,2014-06-22,17.0941,0.2566,258.3677,0.7155,17.0941,4.0000,0.0000,1.5171,0.6000,0.0000
904,2014-06-23,17.0168,0.2853,286.8907,0.7154,17.0168,4.0000,0.0000,1.5171,0.6000,0.0000
905,2014-06-24,16.5572,0.5702,252.1926,0.7152,16.5572,4.0000,0.0000,1.5171,0.6000,0.0000
906,2014-06-25,16.4648,0.7758,204.7062,0.7149,16.4648,4.0000,0.0000,1.5171,0.6000,0.0000
907,2014-06-26,16.5022,0.7206,286.4964,0.7145,16.5022,4.0000,0.0000,1.5171,0.6000,0.0000
908,2014-06-27,16.9241,0.4867,288.9031,0.7141,16.9241,4.0000,0.0000,1.5171,0.6000,0.0000
909,2014-06-28,17.5998,0.2476,278.8723,0.7136,17.5998,4.0000,0.0000,1.5171,0.6000,0.0000
910,2014-06-29,18.0795,0.1644,139.4752,0.7130,18.0795,4.0000,0.0000,1.5171,0.6000,0.0000
911,2014-06-30,18.4019,0.1692,151.9074,0.7123,18.4019,4.0000,0.0000,1.5171,0.6000,0.0000
912,2014-07-01,18.8697,0.1852,247.7030,0.7115,18.8697,4.0000,0.0000,1.5171,0.6000,0.0000
913,2014-07-02,18.9270,0.1732,255.2172,0.7106,18.9270,4.0000,0.0000,1.5171,0.6000,0.0000
914,2014-07-03,18.6945,0.1514,225.0952,0.7097,18.6945,4.0000,0.0000,1.5171,0.6000,0.0000
915,2014-07-04,18.9123,0.1394,198.1566,0.7087,18.9123,4.0000,0.0000,1.5171,0.6000,0.0000
916,2014-07-05,19.9767,0.1340,288.6854,0.7076,19.9767,4.0000,0.0000,1.5171,0.6000,0.0000
917,2014-07-06,21.4293,0.1317,284.2962,0.7065,21.4293,4.0000,0.0000,1.5171,0.6000,0.0000
918,2014-07-07,22.7033,0.1282,281.7077,0.7052,22.7033,4.0000,0.0000,1.5171,0.6000,0.0000
919,2014-07-08,23.6251,0.1235,292.8122,0.7039,23.6251,4.0000,0.0000,1.5171,0.6000,0.0000
920,2014-07-09,23.9744,0.1198,296.7651,0.7025,23.9744,4.0000,0.0000,1.5171,0.6000,0.0000
921,2014-07-10,24.0196,0.1227,270.0100,0.7011,24.0196,4.0000,0.0000,1.5171,0.6000,0.0000
922,2014-07-11,22.6961,0.1257,189.1758,0.6996,22.6961,4.0000,0.0000,1.5171,0.6000,0.0000
923,2014-07-12,20.7580,0.1206,63.3297,0.6980,20.7580,4.0000,0.0000,1.5171,0.6000,0.0000
924,2014-07-13,20.4585,0.1129,120.4411,0.6963,20.4585,4.0000,0.0000,1.5171,0.6000,0.0000
925,2014-07-14,20.6691,0.1090,206.8430,0.6946,20.6691,4.0000,0.0000,1.5171,0.6000,0.0000
926,2014-07-15,21.6412,0.1080,264.9022,0.6928,21.6412,4.0000,0.0000,1.5171,0.6000,0.0000
927,2014-07-16,22.2054,0.1077,258.2824,0.6910,22.2054,4.0000,0.0000,1.5171,0.6000,0.0000
928,2014-07-17,22.8706,0.1081,307.6441,0.6891,22.8706,4.0000,0.0000,1.5171,0.6000,0.0000
929,2014-07-18,22.9961,0.1088,262.4350,0.6871,22.9961,4.0000,0.0000,1.5171,0.6000,0.0000
930,2014-07-19,23.3461,0.1090,297.2100,0.6851,23.3461,4.0000,0.0000,1.5171,0.6000,0.0000
931,2014-07-20,23.8202,0.1091,288.2955,0.6830,23.8202,4.0000,0.0000,1.5171,0.6000,0.0000
932,2014-07-21,23.8568,0.1095,226.2659,0.6809,23.8568,4.0000,0.0000,1.5171,0.6000,0.0000
933,2014-07-22,23.9033,0.1095,270.9685,0.6788,23.9033,4.0000,0.0000,1.5171,0.6000,0.0000
934,2014-07-23,23.6431,0.1097,269.9603,0.6765,23.6431,4.0000,0.0000,1.5171,0.6000,0.0000
935,2014-07-24,23.8114,0.1085,280.9207,0.6743,23.8114,4.0000,0.0000,1.5171,0.6000,0.0000
936,2014-07-25,24.4304,0.1078,260.8476,0.6720,24.4304,4.0000,0.0000,1.5171,0.6000,0.0000
937,2014-07-26,24.8963,0.1071,253.8034,0.6696,24.8963,4.0000,0.0000,1.5171,0.6000,0.0000
938,2014-07-27,25.2340,0.1065,249.9635,0.6672,25.2340,4.0000,0.0000,1.5171,0.6000,0.0000
939,2014-07-28,25.5509,0.1059,261.9885,0.6648,25.5509,4.0000,0.0000,1.5171,0.6000,0.0000
940,2014-07-29,26.3827,0.1058,261.4637,0.6623,26.3827,4.0000,0.0000,1.5171,0.6000,0.0000
