day,b1_NH4_N,b1_NO3_N,b1_PO4_P,b1_DISS_OXYGEN,b1_DIA_C,b1_ZOO_C,b1_ZOO_N,b1_ZOO_P,b1_DET_PART_ORG_C,b1_DET_PART_ORG_N,b1_DET_PART_ORG_P,b1_DISS_ORG_C,b1_DISS_ORG_N,b1_DISS_ORG_P,b1_CYN_C,b1_OPA_C,b1_DISS_Si,b1_PART_Si,b1_FIX_CYN_C,b1_INORG_C,b1_TOT_ALK,b1_FE_II,b1_FE_III,b1_MN_II,b1_MN_IV,b1_CA,b1_MG,b1_S_PLUS_6,b1_S_MINUS_2,b1_CH4_C,b1_NOST_VEG_HET_C,b1_AKI_C,b2_NH4_N,b2_NO3_N,b2_PO4_P,b2_DISS_OXYGEN,b2_DIA_C,b2_ZOO_C,b2_ZOO_N,b2_ZOO_P,b2_DET_PART_ORG_C,b2_DET_PART_ORG_N,b2_DET_PART_ORG_P,b2_DISS_ORG_C,b2_DISS_ORG_N,b2_DISS_ORG_P,b2_CYN_C,b2_OPA_C,b2_DISS_Si,b2_PART_Si,b2_FIX_CYN_C,b2_INORG_C,b2_TOT_ALK,b2_FE_II,b2_FE_III,b2_MN_II,b2_MN_IV,b2_CA,b2_MG,b2_S_PLUS_6,b2_S_MINUS_2,b2_CH4_C,b2_NOST_VEG_HET_C,b2_AKI_C,b3_NH4_N,b3_NO3_N,b3_PO4_P,b3_DISS_OXYGEN,b3_DIA_C,b3_ZOO_C,b3_ZOO_N,b3_ZOO_P,b3_DET_PART_ORG_C,b3_DET_PART_ORG_N,b3_DET_PART_ORG_P,b3_DISS_ORG_C,b3_DISS_ORG_N,b3_DISS_ORG_P,b3_CYN_C,b3_OPA_C,b3_DISS_Si,b3_PART_Si,b3_FIX_CYN_C,b3_INORG_C,b3_TOT_ALK,b3_FE_II,b3_FE_III,b3_MN_II,b3_MN_IV,b3_CA,b3_MG,b3_S_PLUS_6,b3_S_MINUS_2,b3_CH4_C,b3_NOST_VEG_HET_C,b3_AKI_C,b4_NH4_N,b4_NO3_N,b4_PO4_P,b4_DISS_OXYGEN,b4_DIA_C,b4_ZOO_C,b4_ZOO_N,b4_ZOO_P,b4_DET_PART_ORG_C,b4_DET_PART_ORG_N,b4_DET_PART_ORG_P,b4_DISS_ORG_C,b4_DISS_ORG_N,b4_DISS_ORG_P,b4_CYN_C,b4_OPA_C,b4_DISS_Si,b4_PART_Si,b4_FIX_CYN_C,b4_INORG_C,b4_TOT_ALK,b4_FE_II,b4_FE_III,b4_MN_II,b4_MN_IV,b4_CA,b4_MG,b4_S_PLUS_6,b4_S_MINUS_2,b4_CH4_C,b4_NOST_VEG_HET_C,b4_AKI_C,b5_NH4_N,b5_NO3_N,b5_PO4_P,b5_DISS_OXYGEN,b5_DIA_C,b5_ZOO_C,b5_ZOO_N,b5_ZOO_P,b5_DET_PART_ORG_C,b5_DET_PART_ORG_N,b5_DET_PART_ORG_P,b5_DISS_ORG_C,b5_DISS_ORG_N,b5_DISS_ORG_P,b5_CYN_C,b5_OPA_C,b5_DISS_Si,b5_PART_Si,b5_FIX_CYN_C,b5_INORG_C,b5_TOT_ALK,b5_FE_II,b5_FE_III,b5_MN_II,b5_MN_IV,b5_CA,b5_MG,b5_S_PLUS_6,b5_S_MINUS_2,b5_CH4_C,b5_NOST_VEG_HET_C,b5_AKI_C
10,0.034500,0.217000,0.022700,11.600000,0.000000,0.040000,0.010000,0.002000,1.110000,0.176000,0.003000,5.030000,0.607000,0.019100,0.020000,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.041627,1.167040,0.043917,13.200000,0.000000,0.040000,0.010000,0.002000,2.247738,0.412678,0.025877,10.340000,3.973947,0.016533,0.123310,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.041627,1.167040,0.043917,13.200000,0.000000,0.040000,0.010000,0.002000,2.247738,0.412678,0.025877,10.340000,3.973947,0.016533,0.123310,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.041627,1.167040,0.043917,13.200000,0.000000,0.040000,0.010000,0.002000,2.247738,0.412678,0.025877,10.340000,3.973947,0.016533,0.123310,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.041627,1.167040,0.043917,13.200000,0.000000,0.040000,0.010000,0.002000,2.247738,0.412678,0.025877,10.340000,3.973947,0.016533,0.123310,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
11,0.034500,0.217000,0.022700,11.600000,0.000000,0.040000,0.010000,0.002000,1.110000,0.176000,0.003000,5.030000,0.607000,0.019100,0.020000,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.041627,1.167040,0.043917,13.200000,0.000000,0.040000,0.010000,0.002000,2.247738,0.412678,0.025877,10.340000,3.973947,0.016533,0.123310,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.041627,1.167040,0.043917,13.200000,0.000000,0.040000,0.010000,0.002000,2.247738,0.412678,0.025877,10.340000,3.973947,0.016533,0.123310,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.041627,1.167040,0.043917,13.200000,0.000000,0.040000,0.010000,0.002000,2.247738,0.412678,0.025877,10.340000,3.973947,0.016533,0.123310,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.041627,1.167040,0.043917,13.200000,0.000000,0.040000,0.010000,0.002000,2.247738,0.412678,0.025877,10.340000,3.973947,0.016533,0.123310,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
12,0.034500,0.217000,0.022700,11.600000,0.000000,0.040000,0.010000,0.002000,1.110000,0.176000,0.003000,5.030000,0.607000,0.019100,0.020000,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.041627,1.167040,0.043917,13.200000,0.000000,0.040000,0.010000,0.002000,2.247738,0.412678,0.025877,10.340000,3.973947,0.016533,0.123310,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.041627,1.167040,0.043917,13.200000,0.000000,0.040000,0.010000,0.002000,2.247738,0.412678,0.025877,10.340000,3.973947,0.016533,0.123310,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.041627,1.167040,0.043917,13.200000,0.000000,0.040000,0.010000,0.002000,2.247738,0.412678,0.025877,10.340000,3.973947,0.016533,0.123310,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.041627,1.167040,0.043917,13.200000,0.000000,0.040000,0.010000,0.002000,2.247738,0.412678,0.025877,10.340000,3.973947,0.016533,0.123310,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
13,0.034500,0.217000,0.022700,11.600000,0.000000,0.040000,0.010000,0.002000,1.110000,0.176000,0.003000,5.030000,0.607000,0.019100,0.020000,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.041627,1.167040,0.043917,13.200000,0.000000,0.040000,0.010000,0.002000,2.247738,0.412678,0.025877,10.340000,3.973947,0.016533,0.123310,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.041627,1.167040,0.043917,13.200000,0.000000,0.040000,0.010000,0.002000,2.247738,0.412678,0.025877,10.340000,3.973947,0.016533,0.123310,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.041627,1.167040,0.043917,13.200000,0.000000,0.040000,0.010000,0.002000,2.247738,0.412678,0.025877,10.340000,3.973947,0.016533,0.123310,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.041627,1.167040,0.043917,13.200000,0.000000,0.040000,0.010000,0.002000,2.247738,0.412678,0.025877,10.340000,3.973947,0.016533,0.123310,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
14,0.033968,0.237032,0.022555,11.664516,0.000000,0.040000,0.010000,0.002000,1.098613,0.173968,0.003042,5.085484,0.620645,0.019000,0.020000,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.042667,1.199326,0.043557,13.162581,0.000000,0.040000,0.010000,0.002000,2.198443,0.403505,0.025228,10.309720,3.929086,0.016653,0.122465,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.042667,1.199326,0.043557,13.162581,0.000000,0.040000,0.010000,0.002000,2.198443,0.403505,0.025228,10.309720,3.929086,0.016653,0.122465,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.042667,1.199326,0.043557,13.162581,0.000000,0.040000,0.010000,0.002000,2.198443,0.403505,0.025228,10.309720,3.929086,0.016653,0.122465,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.042667,1.199326,0.043557,13.162581,0.000000,0.040000,0.010000,0.002000,2.198443,0.403505,0.025228,10.309720,3.929086,0.016653,0.122465,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
15,0.033435,0.257065,0.022410,11.729032,0.000000,0.040000,0.010000,0.002000,1.087226,0.171935,0.003084,5.140968,0.634290,0.018900,0.020000,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.043707,1.231612,0.043197,13.125161,0.000000,0.040000,0.010000,0.002000,2.149148,0.394333,0.024579,10.279441,3.884226,0.016773,0.121620,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.043707,1.231612,0.043197,13.125161,0.000000,0.040000,0.010000,0.002000,2.149148,0.394333,0.024579,10.279441,3.884226,0.016773,0.121620,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.043707,1.231612,0.043197,13.125161,0.000000,0.040000,0.010000,0.002000,2.149148,0.394333,0.024579,10.279441,3.884226,0.016773,0.121620,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.043707,1.231612,0.043197,13.125161,0.000000,0.040000,0.010000,0.002000,2.149148,0.394333,0.024579,10.279441,3.884226,0.016773,0.121620,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
16,0.032903,0.277097,0.022265,11.793548,0.000000,0.040000,0.010000,0.002000,1.075839,0.169903,0.003126,5.196452,0.647935,0.018800,0.020000,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.044747,1.263897,0.042837,13.087742,0.000000,0.040000,0.010000,0.002000,2.099853,0.385160,0.023930,10.249161,3.839366,0.016893,0.120775,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.044747,1.263897,0.042837,13.087742,0.000000,0.040000,0.010000,0.002000,2.099853,0.385160,0.023930,10.249161,3.839366,0.016893,0.120775,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.044747,1.263897,0.042837,13.087742,0.000000,0.040000,0.010000,0.002000,2.099853,0.385160,0.023930,10.249161,3.839366,0.016893,0.120775,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.044747,1.263897,0.042837,13.087742,0.000000,0.040000,0.010000,0.002000,2.099853,0.385160,0.023930,10.249161,3.839366,0.016893,0.120775,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
17,0.032371,0.297129,0.022119,11.858065,0.000000,0.040000,0.010000,0.002000,1.064452,0.167871,0.003168,5.251935,0.661581,0.018700,0.020000,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.045788,1.296183,0.042477,13.050323,0.000000,0.040000,0.010000,0.002000,2.050557,0.375987,0.023281,10.218882,3.794506,0.017013,0.119930,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.045788,1.296183,0.042477,13.050323,0.000000,0.040000,0.010000,0.002000,2.050557,0.375987,0.023281,10.218882,3.794506,0.017013,0.119930,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.045788,1.296183,0.042477,13.050323,0.000000,0.040000,0.010000,0.002000,2.050557,0.375987,0.023281,10.218882,3.794506,0.017013,0.119930,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.045788,1.296183,0.042477,13.050323,0.000000,0.040000,0.010000,0.002000,2.050557,0.375987,0.023281,10.218882,3.794506,0.017013,0.119930,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
18,0.031839,0.317161,0.021974,11.922581,0.000000,0.040000,0.010000,0.002000,1.053065,0.165839,0.003210,5.307419,0.675226,0.018600,0.020000,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.046828,1.328469,0.042117,13.012903,0.000000,0.040000,0.010000,0.002000,2.001262,0.366815,0.022632,10.188602,3.749646,0.017133,0.119085,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.046828,1.328469,0.042117,13.012903,0.000000,0.040000,0.010000,0.002000,2.001262,0.366815,0.022632,10.188602,3.749646,0.017133,0.119085,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.046828,1.328469,0.042117,13.012903,0.000000,0.040000,0.010000,0.002000,2.001262,0.366815,0.022632,10.188602,3.749646,0.017133,0.119085,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.046828,1.328469,0.042117,13.012903,0.000000,0.040000,0.010000,0.002000,2.001262,0.366815,0.022632,10.188602,3.749646,0.017133,0.119085,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
19,0.031306,0.337194,0.021829,11.987097,0.000000,0.040000,0.010000,0.002000,1.041677,0.163806,0.003252,5.362903,0.688871,0.018500,0.020000,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.047868,1.360755,0.041757,12.975484,0.000000,0.040000,0.010000,0.002000,1.951967,0.357642,0.021983,10.158323,3.704785,0.017253,0.118240,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.047868,1.360755,0.041757,12.975484,0.000000,0.040000,0.010000,0.002000,1.951967,0.357642,0.021983,10.158323,3.704785,0.017253,0.118240,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.047868,1.360755,0.041757,12.975484,0.000000,0.040000,0.010000,0.002000,1.951967,0.357642,0.021983,10.158323,3.704785,0.017253,0.118240,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.047868,1.360755,0.041757,12.975484,0.000000,0.040000,0.010000,0.002000,1.951967,0.357642,0.021983,10.158323,3.704785,0.017253,0.118240,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
20,0.030774,0.357226,0.021684,12.051613,0.000000,0.040000,0.010000,0.002000,1.030290,0.161774,0.003294,5.418387,0.702516,0.018400,0.020000,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.048908,1.393041,0.041397,12.938065,0.000000,0.040000,0.010000,0.002000,1.902672,0.348470,0.021334,10.128043,3.659925,0.017373,0.117395,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.048908,1.393041,0.041397,12.938065,0.000000,0.040000,0.010000,0.002000,1.902672,0.348470,0.021334,10.128043,3.659925,0.017373,0.117395,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.048908,1.393041,0.041397,12.938065,0.000000,0.040000,0.010000,0.002000,1.902672,0.348470,0.021334,10.128043,3.659925,0.017373,0.117395,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.048908,1.393041,0.041397,12.938065,0.000000,0.040000,0.010000,0.002000,1.902672,0.348470,0.021334,10.128043,3.659925,0.017373,0.117395,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
21,0.030242,0.377258,0.021539,12.116129,0.000000,0.040000,0.010000,0.002000,1.018903,0.159742,0.003335,5.473871,0.716161,0.018300,0.020000,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.049948,1.425326,0.041037,12.900645,0.000000,0.040000,0.010000,0.002000,1.853377,0.339297,0.020685,10.097763,3.615065,0.017493,0.116550,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.049948,1.425326,0.041037,12.900645,0.000000,0.040000,0.010000,0.002000,1.853377,0.339297,0.020685,10.097763,3.615065,0.017493,0.116550,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.049948,1.425326,0.041037,12.900645,0.000000,0.040000,0.010000,0.002000,1.853377,0.339297,0.020685,10.097763,3.615065,0.017493,0.116550,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.049948,1.425326,0.041037,12.900645,0.000000,0.040000,0.010000,0.002000,1.853377,0.339297,0.020685,10.097763,3.615065,0.017493,0.116550,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
22,0.029710,0.397290,0.021394,12.180645,0.000000,0.040000,0.010000,0.002000,1.007516,0.157710,0.003377,5.529355,0.729806,0.018200,0.020000,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.050989,1.457612,0.040677,12.863226,0.000000,0.040000,0.010000,0.002000,1.804082,0.330125,0.020036,10.067484,3.570205,0.017613,0.115705,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.050989,1.457612,0.040677,12.863226,0.000000,0.040000,0.010000,0.002000,1.804082,0.330125,0.020036,10.067484,3.570205,0.017613,0.115705,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.050989,1.457612,0.040677,12.863226,0.000000,0.040000,0.010000,0.002000,1.804082,0.330125,0.020036,10.067484,3.570205,0.017613,0.115705,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.050989,1.457612,0.040677,12.863226,0.000000,0.040000,0.010000,0.002000,1.804082,0.330125,0.020036,10.067484,3.570205,0.017613,0.115705,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
23,0.029177,0.417323,0.021248,12.245161,0.000000,0.040000,0.010000,0.002000,0.996129,0.155677,0.003419,5.584839,0.743452,0.018100,0.020000,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.052029,1.489898,0.040317,12.825806,0.000000,0.040000,0.010000,0.002000,1.754787,0.320952,0.019387,10.037204,3.525345,0.017733,0.114860,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.052029,1.489898,0.040317,12.825806,0.000000,0.040000,0.010000,0.002000,1.754787,0.320952,0.019387,10.037204,3.525345,0.017733,0.114860,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.052029,1.489898,0.040317,12.825806,0.000000,0.040000,0.010000,0.002000,1.754787,0.320952,0.019387,10.037204,3.525345,0.017733,0.114860,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.052029,1.489898,0.040317,12.825806,0.000000,0.040000,0.010000,0.002000,1.754787,0.320952,0.019387,10.037204,3.525345,0.017733,0.114860,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
24,0.028645,0.437355,0.021103,12.309677,0.000000,0.040000,0.010000,0.002000,0.984742,0.153645,0.003461,5.640323,0.757097,0.018000,0.020000,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.053069,1.522184,0.039957,12.788387,0.000000,0.040000,0.010000,0.002000,1.705491,0.311780,0.018738,10.006925,3.480484,0.017853,0.114016,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.053069,1.522184,0.039957,12.788387,0.000000,0.040000,0.010000,0.002000,1.705491,0.311780,0.018738,10.006925,3.480484,0.017853,0.114016,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.053069,1.522184,0.039957,12.788387,0.000000,0.040000,0.010000,0.002000,1.705491,0.311780,0.018738,10.006925,3.480484,0.017853,0.114016,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.053069,1.522184,0.039957,12.788387,0.000000,0.040000,0.010000,0.002000,1.705491,0.311780,0.018738,10.006925,3.480484,0.017853,0.114016,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
